作答ID,用户ID,开始时间,结束时间,作答总时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,国家,Province,City,Device,OS,Browser,Pixel,Randomisation,Gender,Age,Education,MotherLanguage,MotherLanguage_2,History_AI_Suage,JsPsych_1,JSPSYCH_2,DiagnosedMBTISelfTrait,MBTI_type,Intro_Extro,Intui_Sens,Felli_Think,Perc_Jude,MBTI_Match_Self_Content,SelfMBTI_1,SelfMBTI_2,SelfMBTI_3,SelfMBTI_4,SelfMBTI_5,SelfMBTI_6,SelfMBTI_7,SelfMBTI_8,SelfMBTI_9,SelfMBTI_10,SelfMBTI_11,SelfMBTI_12,SelfMBTI_13,SelfMBTI_14,SelfMBTI_15,SelfMBTI_16,BrandMBTI_1,BrandMBTI_2,BrandMBTI_3,BrandMBTI_4,BrandMBTI_5,BrandMBTI_6,BrandMBTI_7,BrandMBTI_8,BrandMBTI_9,BrandMBTI_10,BrandMBTI_11,BrandMBTI_12,BrandMBTI_13,BrandMBTI_14,BrandMBTI_15,BrandMBTI_16,InfluencerMBTI_1,InfluencerMBTI_2,InfluencerMBTI_3,InfluencerMBTI_4,InfluencerMBTI_5,InfluencerMBTI_6,InfluencerMBTI_7,InfluencerMBTI_8,InfluencerMBTI_9,InfluencerMBTI_10,InfluencerMBTI_11,InfluencerMBTI_12,InfluencerMBTI_13,InfluencerMBTI_14,InfluencerMBTI_15,InfluencerMBTI_16,ProjectiveMBTI_1,ProjectiveMBTI_2,ProjectiveMBTI_3,ProjectiveMBTI_4,ProjectiveMBTI_5,ProjectiveMBTI_6,ProjectiveMBTI_7,ProjectiveMBTI_8,ProjectiveMBTI_9,ProjectiveMBTI_10,ProjectiveMBTI_11,ProjectiveMBTI_12,ProjectiveMBTI_13,ProjectiveMBTI_14,ProjectiveMBTI_15,ProjectiveMBTI_16,Brand_Influencer_1,Brand_Influencer_2,Brand_Influencer_3,Brand_Influencer_4,Brand_Influencer_5,Brand_Influencer_6,Brand_Influencer_7,Brand_Influencer_8,Brand_Influencer_9,Brand_Influencer_10,Brand_Influencer_11,Brand_Influencer_12,TargetingGap_1_R,TargetingGap_2_R,TargetingGap_3_R,TargetingGap_4,TargetingGap_5_R,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5_R,ConversionGap_1,ConversionGap_2,ConversionGap_3,ConversionGap_4,ConversionGap_5,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,AdEngagement_1,AdEngagement_2,AdEngagement_3,AdEngagement_4,AdEngagement_5,AdEngagement_6,AdEngagement_7,AdEngagement_8,AdEngagement_9,AI_Interactivity,AI_Spontaneity,AI_Immersiveness,AI_Realtime,AI_Intimateness,AI_Empathy,AI_Serendipity,AI_Involvement,AI_Stereotype,AI_Inflexibility,AI_Out_of_Context,AI_Out_of_Memory,AI_Rigidity,AI_Semantic_Drift,AI_Staganance,AI_Low_Credibility,AI_Off_Topic,AI_Ethical_Guardrail,AI_Cultural_Inappropriateness,CAT_HumanLikeness,CAT_AlgorithmRestriction,AIChat_HumanlikeResponsiveness,AIChat_AlgorithmRestriction,Division_AIchatAttitude,Recall_Influencer,Recall_Brand,Recall_TalkObjective,Recall_Length_Talk,Awareness_AIChatbot
113,yev6kAQe,2025-06-03 23:20:39,2025-06-03 23:38:12,1053,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,58.46.76.233,111.9948500,27.7344400,中国,湖南省,娄底市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f0e4c8c678dd486fb3e365f,ENTP,11,2,1,2,1,2,4,2,5,1,4,5,4,4,5,4,5,5,5,5,4,5,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,2,1,2,2,1,4,5,4,5,2,5,5,2,1,2,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,1,2,1,1,2,1,2,2,1,2,1,2,1,2.772375,.664636363636364,3,12,12,3,3,4
114,LOyyQX4M,2025-06-03 23:24:15,2025-06-03 23:36:26,731,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,61.153.66.202,119.9217860,28.4519930,中国,浙江省,丽水市,COMPUTER,Windows,WeChat,1280px*720px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_d7d4c0da06e5497f9245958,ENTP,11,2,1,2,1,2,4,3,3,3,4,4,4,5,5,4,5,4,4,4,3,4,4,5,4,5,5,4,5,4,5,5,2,4,5,4,5,5,4,5,5,4,5,4,5,4,5,5,2,4,5,4,4,5,4,5,5,4,5,5,4,5,4,4,1,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,5,2,1,1,2,2,4,5,5,4,2,5,5,2,1,2,4,5,4,5,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,4,5,4,5,5,4,5,4,4,5,5,4,4,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,1,2,1,1,2,1,2,2,1,2,1,2,1,2.825875,.664636363636364,3,12,12,3,4,4
115,z7AG5ODe,2025-06-03 23:20:16,2025-06-03 23:35:23,907,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,106.35.170.240,109.8404050,40.6581680,中国,内蒙古自治区,包头市,COMPUTER,Windows,WeChat,1536px*864px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_a28c4018e3f648eb9e36315,INFJ,2,1,1,1,2,2,3,4,3,4,5,4,3,4,4,5,4,5,4,4,4,3,3,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,3,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,3,4,4,4,3,4,4,4,3,3,4,4,2,2,3,2,3,3,3,2,3,2,4,3,2,2,2,4,3,4,4,4,5,4,4,5,4,3,4,4,3,3,3,4,4,3,2,3,4,3,4,3,2,3,4,4,5,4,4,3,4,4,3,4,3,3,4,3,4,4,4,3,2,2,2,4,2,2,2,1,1,2,1,1,2,1,2,1,1,1.895375,.747181818181818,1,6,6,3,3,4
116,37Km2xYe,2025-06-03 23:15:23,2025-06-03 23:31:02,939,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,223.67.130.232,120.1399980,33.3776310,中国,四川省,成都市,COMPUTER,Windows,WeChat,1920px*1080px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_401dbd4445284117a02e5b1,ISTJ,8,1,2,2,2,2,3,2,2,4,5,4,4,4,4,2,4,5,4,4,4,2,4,4,5,5,5,4,5,5,4,4,2,5,5,4,4,5,4,4,5,4,4,5,5,5,5,4,2,4,4,5,5,5,5,5,4,4,4,5,4,5,4,4,4,4,5,5,4,5,4,4,5,5,4,4,5,4,5,4,4,5,1,1,2,2,2,5,5,4,4,2,4,4,2,2,2,5,5,5,4,5,4,4,4,2,3,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,5,4,4,5,5,4,5,5,5,4,4,5,5,4,4,4,5,5,4,5,5,2,2,1,2,2,1,1,2,2,1,1,2,1,2.773,.729181818181818,3,16,16,2,3,2
117,M6BjPQ8M,2025-06-03 23:13:01,2025-06-03 23:30:37,1056,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,120.71.4.30,87.3199160,44.0164450,中国,新疆维吾尔自治区,昌吉回族自治州,COMPUTER,Windows,Chrome,1920px*1080px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_79c44d628c074be7b7b022e,ENTP,11,2,1,2,1,2,5,2,4,5,4,5,4,4,5,4,5,4,5,4,2,5,4,5,4,5,4,5,5,4,5,4,2,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,2,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,2,1,2,2,1,4,5,4,4,1,4,5,1,2,2,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,1,2,1,2,1,1,2,1,2,2,1,2,1,2.78475,.657818181818182,3,12,12,3,5,2
118,KLO4GlAe,2025-06-03 23:13:03,2025-06-03 23:30:24,1041,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,124.225.4.49,110.3416670,20.0458300,中国,海南省,海口市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_1153254d1e334de4a16cfd5,ENTP,11,2,1,2,1,2,4,2,4,5,4,5,4,5,5,4,5,4,5,4,2,5,4,5,4,5,4,5,5,4,5,4,2,5,4,5,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,2,1,2,2,1,4,5,4,4,1,4,5,2,1,2,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,2,1,2,1,2,2,1,2,1,1,2,2,1,2.78475,.751636363636364,3,12,12,3,5,2
119,xMo35vNM,2025-06-03 23:08:54,2025-06-03 23:30:24,1290,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,171.213.247.221,103.7638630,29.5622810,中国,四川省,成都市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_9676cd1ed8384217802dfed,ENTP,11,2,1,2,1,2,5,2,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,4,5,4,5,5,4,5,4,2,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,2,5,4,5,5,4,5,4,5,5,4,4,5,4,5,4,5,5,4,4,5,4,5,4,5,5,4,4,5,4,5,4,5,4,1,2,1,1,2,5,4,4,5,2,5,4,2,1,2,4,5,5,4,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,4,5,5,4,5,4,4,5,1,2,1,1,2,1,2,2,1,2,1,2,1,2.74075,.664636363636364,3,12,12,3,4,2
120,KLOXyKxe,2025-06-03 23:13:05,2025-06-03 23:30:12,1027,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,182.43.92.229,116.9972230,36.6683310,中国,山东省,济南市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_897a2167a6b8438a821a613,ENTP,11,2,1,2,2,2,5,2,4,5,4,5,4,5,5,4,5,4,5,4,2,5,4,5,4,5,5,4,5,4,5,4,2,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,4,5,2,1,2,2,1,4,5,4,5,2,4,5,2,1,2,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,1,2,1,2,1,2,2,1,2,1,2,2,1,2.78475,.726272727272727,3,12,12,3,5,2
121,WMR33A17,2025-06-03 23:13:07,2025-06-03 23:29:40,993,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,203.25.216.61,104.0657350,30.6594620,中国,广东省,广州市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f8cacbe05f3449489bd23bb,ENFJ,10,2,1,1,1,2,5,2,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,2,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,2,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,5,4,5,4,5,5,4,5,4,5,4,5,2,1,2,2,1,4,5,4,4,1,4,5,2,1,2,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,1,2,1,2,1,2,2,1,2,1,2,2,1,2.78475,.726272727272727,3,8,8,3,5,2
122,pLzY0087,2025-06-03 23:01:00,2025-06-03 23:29:05,1685,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,220.160.26.155,119.3793560,25.7250820,中国,福建省,福州市,COMPUTER,Windows,Chrome,1536px*864px, ,1,4,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_5b133bb9fb8d4ec4911c42d,ENFP,9,2,1,1,1,2,4,1,5,2,4,5,2,4,5,5,4,4,5,4,2,5,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,4,4,1,2,1,2,2,4,5,5,4,1,4,5,1,2,1,5,4,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,4,5,4,2,1,2,1,1,2,2,1,2,1,2,2,1,2.75075,.752727272727273,3,12,12,2,4,4
123,8MZngy1M,2025-06-03 23:15:54,2025-06-03 23:28:09,735,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,171.120.238.10,112.5615080,37.8694380,中国,山西省,太原市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,4,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_4e9f6a08b29e4d4d93c0b62,ENTP,11,2,1,2,1,2,5,2,5,1,4,5,4,5,5,1,4,2,1,5,2,4,4,5,5,4,5,4,4,5,4,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,4,5,2,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,2,1,2,1,1,4,5,4,5,2,4,5,1,2,1,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,5,4,4,5,5,4,5,4,4,5,1,2,1,2,2,1,2,1,1,2,1,2,1,2.74075,.658272727272727,3,12,12,2,2,5
124,J7qQ8BK7,2025-06-03 23:08:40,2025-06-03 23:28:01,1161,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,123.144.61.113,106.5531010,29.5627800,中国,重庆市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px, ,2,5,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_89ede85837ab4570b924490,ENTP,11,2,1,2,1,2,5,2,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,4,5,4,5,4,4,5,4,2,5,4,5,5,4,5,4,4,5,5,4,5,4,5,4,2,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,5,4,5,4,1,2,2,1,1,4,5,4,5,2,5,4,2,1,2,4,5,5,4,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,5,4,4,5,4,5,5,4,1,2,1,1,2,1,2,1,2,2,1,2,1,2.7695,.669090909090909,3,12,12,3,4,2
125,J7qPmgKM,2025-06-03 23:06:52,2025-06-03 23:24:29,1057,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,59.51.174.181,106.7166670,26.5833300,中国,贵州省,贵阳市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,5,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_2fd2b53b0c6a465bad5977f,ENTJ,12,2,1,2,2,2,5,2,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,4,5,4,5,5,2,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,2,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,2,1,1,1,2,5,4,5,4,1,4,5,2,1,2,5,4,4,5,5,4,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,5,4,4,5,4,5,4,5,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,5,4,4,5,4,1,2,1,1,2,2,1,2,1,2,1,2,1,2.75075,.672272727272727,3,16,16,3,4,2
126,veEmDp8e,2025-06-03 22:57:09,2025-06-03 23:22:07,1498,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,120.230.136.209,113.2645720,23.1273610,中国,广东省,广州市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,4,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f445c152b976421fb1e04b1,ENTP,11,2,1,2,1,2,4,2,5,2,4,5,4,4,5,4,5,5,4,5,2,5,5,4,5,5,4,5,4,4,5,4,2,5,4,5,5,4,5,4,5,5,4,5,5,4,5,4,2,5,4,5,5,4,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,4,5,5,1,2,1,1,2,4,5,4,4,1,5,4,1,2,1,5,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,1,2,1,1,2,1,2,2,1,2,1,2,1,2.756625,.664636363636364,3,12,12,5,5,5
127,27a3Arbe,2025-06-03 22:57:37,2025-06-03 23:21:04,1407,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,180.122.169.228,119.9018000,31.8023000,中国,江苏省,泰州市,COMPUTER,Windows,Chrome,1600px*900px, ,2,4,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_baeb615ddbc548bc802da6f,ESFJ,14,2,2,1,2,2,4,3,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,3,4,4,4,5,4,5,5,5,3,4,4,4,4,5,4,3,4,5,5,5,4,4,5,5,3,4,4,4,5,4,4,4,4,4,5,5,5,5,5,4,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,4,2,2,2,2,2,4,4,5,5,2,4,4,3,2,2,4,4,4,4,5,5,4,5,5,4,4,4,5,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,3,4,4,5,4,3,4,2,2,2,2,2,3,2,2,2,3,1,1,2,2.389625,.971545454545454,2,7,7,3,3,5
128,QL0d5vDL,2025-06-03 23:04:10,2025-06-03 23:19:50,940,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,60.1.195.82,114.4780810,38.0415990,中国,河北省,石家庄市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_45c95c906d9d4ac4b575821,ENTP,11,2,1,2,1,2,5,1,4,5,4,5,5,4,5,4,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,4,2,5,4,5,4,5,4,5,5,4,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,4,4,5,4,5,2,1,2,1,1,4,5,5,4,1,5,4,1,2,1,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,4,5,4,1,2,1,1,2,2,1,2,1,2,1,2,1,2.75075,.672272727272727,3,12,12,3,4,2
129,neP9aboM,2025-06-03 23:01:29,2025-06-03 23:18:24,1015,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.144.58.11,123.9211090,41.8759560,中国,辽宁省,抚顺市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_bd696f9aeab44c418c9da68,INFJ,2,1,1,1,2,2,1,5,4,5,4,5,5,4,5,4,4,5,4,4,5,3,4,5,5,4,5,4,4,5,4,5,2,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,2,5,4,5,5,4,4,5,3,5,4,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,4,4,5,4,5,5,4,1,2,1,1,2,5,4,5,5,2,4,4,2,1,2,4,5,4,4,5,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,4,5,5,4,5,4,4,4,4,5,5,3,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,1,1,2,1,2,2,1,2,1,2,1,2,1,2.753625,.678,3,6,6,2,4,4
